,id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma,ano,mes,dia
267,223944612,86dc369a-5aba-11e8-911c-28924ad12c5c,-4.097,-46.629,2017-01-08 16:53:00,Brasil,MARANHÃO,BOM JARDIM,Amazônia,2017,1,8
273,224262151,4e93d7fa-5abb-11e8-911c-28924ad12c5c,-5.275,-37.096,2017-01-12 16:28:00,Brasil,RIO GRANDE DO NORTE,SERRA DO MEL,Caatinga,2017,1,12
277,223471681,5a21b178-5abb-11e8-911c-28924ad12c5c,-3.587,-41.864,2017-01-03 16:35:00,Brasil,PIAUÍ,CARAÚBAS DO PIAUÍ,Caatinga,2017,1,3
279,224477708,4e9db38a-5abb-11e8-911c-28924ad12c5c,-22.189,-47.135,2017-01-15 16:54:00,Brasil,SÃO PAULO,MOGI GUAÇU,Cerrado,2017,1,15
282,224477755,84d5eb9a-5aba-11e8-911c-28924ad12c5c,-12.494,-55.194,2017-01-15 16:57:00,Brasil,MATO GROSSO,VERA,Amazônia,2017,1,15
285,224477760,84d5eb9e-5aba-11e8-911c-28924ad12c5c,-9.678,-49.726,2017-01-15 16:58:00,Brasil,TOCANTINS,MARIANÓPOLIS DO TOCANTINS,Cerrado,2017,1,15
288,224477757,84d5eb9b-5aba-11e8-911c-28924ad12c5c,-8.472,-46.586,2017-01-15 16:58:00,Brasil,MARANHÃO,BALSAS,Cerrado,2017,1,15
289,224477756,4e9db3a6-5abb-11e8-911c-28924ad12c5c,-13.337,-41.282,2017-01-15 16:57:00,Brasil,BAHIA,IBICOARA,Caatinga,2017,1,15
290,224550794,84d5eba3-5aba-11e8-911c-28924ad12c5c,-14.04,-57.84,2017-01-16 17:40:00,Brasil,MATO GROSSO,CAMPO NOVO DO PARECIS,Cerrado,2017,1,16
291,224549685,5a25e4ba-5abb-11e8-911c-28924ad12c5c,-10.614,-41.199,2017-01-16 16:02:00,Brasil,BAHIA,UMBURANAS,Caatinga,2017,1,16
294,223874131,84d5ead2-5aba-11e8-911c-28924ad12c5c,-11.297,-57.419,2017-01-07 17:47:00,Brasil,MATO GROSSO,NOVO HORIZONTE DO NORTE,Amazônia,2017,1,7
304,223383691,84d5e9f2-5aba-11e8-911c-28924ad12c5c,4.328,-60.781,2017-01-02 17:33:00,Brasil,RORAIMA,PACARAIMA,Amazônia,2017,1,2
305,223383587,5a212668-5abb-11e8-911c-28924ad12c5c,-11.981,-54.325,2017-01-02 17:28:00,Brasil,MATO GROSSO,FELIZ NATAL,Amazônia,2017,1,2
308,223378853,5a212622-5abb-11e8-911c-28924ad12c5c,-8.153,-35.471,2017-01-02 15:50:00,Brasil,PERNAMBUCO,GRAVATÁ,Mata Atlântica,2017,1,2
310,223378858,5a212626-5abb-11e8-911c-28924ad12c5c,-7.311,-35.577,2017-01-02 15:51:00,Brasil,PARAÍBA,INGÁ,Caatinga,2017,1,2
313,223378841,5a21261e-5abb-11e8-911c-28924ad12c5c,-15.559,-39.025,2017-01-02 15:48:00,Brasil,BAHIA,CANAVIEIRAS,Mata Atlântica,2017,1,2
317,224189995,86dc36c5-5aba-11e8-911c-28924ad12c5c,4.494,-60.223,2017-01-11 17:26:00,Brasil,RORAIMA,UIRAMUTÃ,Amazônia,2017,1,11
323,224026000,86dc36a6-5aba-11e8-911c-28924ad12c5c,-14.623,-59.344,2017-01-09 17:34:00,Brasil,MATO GROSSO,CONQUISTA D'OESTE,Cerrado,2017,1,9
331,224025850,4e8efe5f-5abb-11e8-911c-28924ad12c5c,-20.216,-58.067,2017-01-09 17:32:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal,2017,1,9
344,224410588,4e97b473-5abb-11e8-911c-28924ad12c5c,-21.047,-57.693,2017-01-14 17:50:00,Brasil,MATO GROSSO DO SUL,PORTO MURTINHO,Pantanal,2017,1,14
347,224106289,84d5eb06-5aba-11e8-911c-28924ad12c5c,-12.947,-49.722,2017-01-10 16:39:00,Brasil,TOCANTINS,ARAGUAÇU,Cerrado,2017,1,10
348,223378852,5a212621-5abb-11e8-911c-28924ad12c5c,-10.446,-36.631,2017-01-02 15:50:00,Brasil,SERGIPE,PACATUBA,Mata Atlântica,2017,1,2
353,223870502,5a234808-5abb-11e8-911c-28924ad12c5c,-13.052,-45.147,2017-01-07 16:08:00,Brasil,BAHIA,SÃO DESIDÉRIO,Cerrado,2017,1,7
354,223781514,5b05e81d-5abb-11e8-911c-28924ad12c5c,-6.958,-34.93,2017-01-06 15:26:00,Brasil,PARAÍBA,SANTA RITA,Mata Atlântica,2017,1,6
364,224409060,5a2563b3-5abb-11e8-911c-28924ad12c5c,-3.462,-39.262,2017-01-14 16:16:00,Brasil,CEARÁ,TRAIRI,Caatinga,2017,1,14
365,224409070,4e97b455-5abb-11e8-911c-28924ad12c5c,-3.305,-43.004,2017-01-14 16:16:00,Brasil,MARANHÃO,SANTA QUITÉRIA DO MARANHÃO,Cerrado,2017,1,14
369,224409064,4e97b44f-5abb-11e8-911c-28924ad12c5c,-3.809,-41.809,2017-01-14 16:16:00,Brasil,PIAUÍ,SÃO JOSÉ DO DIVINO,Caatinga,2017,1,14
371,224409061,5a2563b4-5abb-11e8-911c-28924ad12c5c,-5.457,-35.616,2017-01-14 16:16:00,Brasil,RIO GRANDE DO NORTE,PUREZA,Caatinga,2017,1,14
374,224410847,86db1388-5aba-11e8-911c-28924ad12c5c,1.219,-60.667,2017-01-14 17:56:00,Brasil,RORAIMA,CARACARAÍ,Amazônia,2017,1,14
375,224026080,885fd174-5aba-11e8-911c-28924ad12c5c,2.741,-60.748,2017-01-09 17:38:00,Brasil,RORAIMA,BOA VISTA,Amazônia,2017,1,9
386,224106290,84d5eb07-5aba-11e8-911c-28924ad12c5c,-9.598,-50.656,2017-01-10 16:39:00,Brasil,PARÁ,SANTANA DO ARAGUAIA,Amazônia,2017,1,10
388,224106297,84d5eb0e-5aba-11e8-911c-28924ad12c5c,-6.737,-47.209,2017-01-10 16:40:00,Brasil,MARANHÃO,ESTREITO,Cerrado,2017,1,10
398,224551013,5b19dc0d-5abb-11e8-911c-28924ad12c5c,-7.893,-63.048,2017-01-16 17:42:00,Brasil,AMAZONAS,HUMAITÁ,Amazônia,2017,1,16
403,223783214,84d5eac9-5aba-11e8-911c-28924ad12c5c,-1.502,-46.096,2017-01-06 17:06:00,Brasil,MARANHÃO,CARUTAPERA,Amazônia,2017,1,6
414,224551949,86dc3706-5aba-11e8-911c-28924ad12c5c,4.33,-60.375,2017-01-16 17:45:00,Brasil,RORAIMA,UIRAMUTÃ,Amazônia,2017,1,16
418,224550732,4e9efe27-5abb-11e8-911c-28924ad12c5c,-21.067,-57.695,2017-01-16 17:38:00,Brasil,MATO GROSSO DO SUL,PORTO MURTINHO,Pantanal,2017,1,16
419,224550876,86dc36f8-5aba-11e8-911c-28924ad12c5c,-9.55,-63.083,2017-01-16 17:41:00,Brasil,RONDÔNIA,ALTO PARAÍSO,Amazônia,2017,1,16
450,224025793,4e8efe2b-5abb-11e8-911c-28924ad12c5c,-23.128,-50.46,2017-01-09 17:31:00,Brasil,PARANÁ,SANTA MARIANA,Mata Atlântica,2017,1,9
467,224106267,4e9044b7-5abb-11e8-911c-28924ad12c5c,-15.919,-38.951,2017-01-10 16:37:00,Brasil,BAHIA,BELMONTE,Mata Atlântica,2017,1,10
509,224023131,5a23c63e-5abb-11e8-911c-28924ad12c5c,-18.061,-40.162,2017-01-09 15:54:00,Brasil,ESPÍRITO SANTO,PEDRO CANÁRIO,Mata Atlântica,2017,1,9
511,224023144,5a23c641-5abb-11e8-911c-28924ad12c5c,-14.775,-39.365,2017-01-09 15:55:00,Brasil,BAHIA,BARRO PRETO,Mata Atlântica,2017,1,9
527,224023130,5a23c63d-5abb-11e8-911c-28924ad12c5c,-17.566,-43.099,2017-01-09 15:54:00,Brasil,MINAS GERAIS,CARBONITA,Cerrado,2017,1,9
532,224023221,4e8efe0a-5abb-11e8-911c-28924ad12c5c,-7.194,-35.703,2017-01-09 15:57:00,Brasil,PARAÍBA,MASSARANDUBA,Caatinga,2017,1,9
533,224023224,4e8efe0b-5abb-11e8-911c-28924ad12c5c,-6.417,-35.345,2017-01-09 15:57:00,Brasil,RIO GRANDE DO NORTE,NOVA CRUZ,Caatinga,2017,1,9
534,224023229,4e8efe0d-5abb-11e8-911c-28924ad12c5c,-7.708,-37.356,2017-01-09 15:57:00,Brasil,PERNAMBUCO,INGAZEIRA,Caatinga,2017,1,9
552,224025988,84d5eafc-5aba-11e8-911c-28924ad12c5c,-12.158,-62.947,2017-01-09 17:34:00,Brasil,RONDÔNIA,SÃO MIGUEL DO GUAPORÉ,Amazônia,2017,1,9
556,223685010,84d5ea48-5aba-11e8-911c-28924ad12c5c,-4.581,-47.071,2017-01-05 16:22:00,Brasil,MARANHÃO,AÇAILÂNDIA,Amazônia,2017,1,5
561,224026054,88605773-5aba-11e8-911c-28924ad12c5c,-7.802,-61.158,2017-01-09 17:35:00,Brasil,AMAZONAS,NOVO ARIPUANÃ,Amazônia,2017,1,9
562,224549681,5a25e4b6-5abb-11e8-911c-28924ad12c5c,-9.289,-40.65,2017-01-16 16:02:00,Brasil,PERNAMBUCO,PETROLINA,Caatinga,2017,1,16
568,224026079,885fd173-5aba-11e8-911c-28924ad12c5c,2.318,-55.929,2017-01-09 17:38:00,Brasil,PARÁ,ÓBIDOS,Amazônia,2017,1,9
571,224114020,86dc36b8-5aba-11e8-911c-28924ad12c5c,-9.351,-66.576,2017-01-10 18:18:00,Brasil,AMAZONAS,LÁBREA,Amazônia,2017,1,10
572,224106280,4e9044c2-5abb-11e8-911c-28924ad12c5c,-14.172,-50.152,2017-01-10 16:38:00,Brasil,GOIÁS,CRIXÁS,Cerrado,2017,1,10
577,224106320,84d5eb21-5aba-11e8-911c-28924ad12c5c,0.689,-50.969,2017-01-10 16:42:00,Brasil,AMAPÁ,MACAPÁ,Amazônia,2017,1,10
584,224189786,84d5eb24-5aba-11e8-911c-28924ad12c5c,-13.82,-51.102,2017-01-11 17:21:00,Brasil,MATO GROSSO,COCALINHO,Cerrado,2017,1,11
600,223471653,84d5e9ff-5aba-11e8-911c-28924ad12c5c,-6.581,-51.12,2017-01-03 16:34:00,Brasil,PARÁ,OURILÂNDIA DO NORTE,Amazônia,2017,1,3
601,223474722,86d50666-5aba-11e8-911c-28924ad12c5c,-13.306,-57.627,2017-01-03 18:11:00,Brasil,MATO GROSSO,CAMPO NOVO DO PARECIS,Cerrado,2017,1,3
605,224188782,5a24d95c-5abb-11e8-911c-28924ad12c5c,-12.17,-39.833,2017-01-11 15:43:00,Brasil,BAHIA,IPIRÁ,Caatinga,2017,1,11
606,223383591,86dc3632-5aba-11e8-911c-28924ad12c5c,-9.463,-62.836,2017-01-02 17:29:00,Brasil,RONDÔNIA,CUJUBIM,Amazônia,2017,1,2
622,224023275,4e8efe15-5abb-11e8-911c-28924ad12c5c,-4.305,-42.55,2017-01-09 15:58:00,Brasil,PIAUÍ,BARRAS,Caatinga,2017,1,9
623,224023274,4e8efe14-5abb-11e8-911c-28924ad12c5c,-2.971,-39.933,2017-01-09 15:58:00,Brasil,CEARÁ,ITAREMA,Caatinga,2017,1,9
631,224550664,5a25e4bf-5abb-11e8-911c-28924ad12c5c,-32.334,-53.609,2017-01-16 17:35:00,Brasil,RIO GRANDE DO SUL,JAGUARÃO,Pampa,2017,1,16
633,224550672,5a25e4c2-5abb-11e8-911c-28924ad12c5c,-27.038,-50.609,2017-01-16 17:36:00,Brasil,SANTA CATARINA,SANTA CECÍLIA,Mata Atlântica,2017,1,16
659,224550676,5a25e4c6-5abb-11e8-911c-28924ad12c5c,-22.722,-52.263,2017-01-16 17:37:00,Brasil,PARANÁ,INAJÁ,Mata Atlântica,2017,1,16
668,223687517,86dc365b-5aba-11e8-911c-28924ad12c5c,-16.152,-59.856,2017-01-05 17:58:00,Brasil,MATO GROSSO,VILA BELA DA SANTÍSSIMA TRINDADE,Amazônia,2017,1,5
688,224549686,4e9efde1-5abb-11e8-911c-28924ad12c5c,-10.258,-36.264,2017-01-16 16:02:00,Brasil,ALAGOAS,CORURIPE,Mata Atlântica,2017,1,16
695,224549702,4e9efde8-5abb-11e8-911c-28924ad12c5c,-5.566,-35.997,2017-01-16 16:03:00,Brasil,RIO GRANDE DO NORTE,JARDIM DE ANGICOS,Caatinga,2017,1,16
697,224549706,4e9efdea-5abb-11e8-911c-28924ad12c5c,-7.397,-37.619,2017-01-16 16:03:00,Brasil,PARAÍBA,IMACULADA,Caatinga,2017,1,16
701,224549675,5a25e4b1-5abb-11e8-911c-28924ad12c5c,-10.547,-36.617,2017-01-16 16:02:00,Brasil,SERGIPE,PACATUBA,Mata Atlântica,2017,1,16
709,224694797,5a2676ec-5abb-11e8-911c-28924ad12c5c,-11.327,-37.671,2017-01-18 15:50:00,Brasil,SERGIPE,SANTA LUZIA DO ITANHY,Mata Atlântica,2017,1,18
710,224696910,4ea6f1c3-5abb-11e8-911c-28924ad12c5c,-21.962,-53.573,2017-01-18 17:25:00,Brasil,MATO GROSSO DO SUL,NOVA ANDRADINA,Cerrado,2017,1,18
712,224697070,86dc370a-5aba-11e8-911c-28924ad12c5c,-1.975,-60.097,2017-01-18 17:31:00,Brasil,AMAZONAS,PRESIDENTE FIGUEIREDO,Amazônia,2017,1,18
722,223471613,4e7e37ad-5abb-11e8-911c-28924ad12c5c,-15.105,-45.629,2017-01-03 16:32:00,Brasil,MINAS GERAIS,CHAPADA GAÚCHA,Cerrado,2017,1,3
724,223471623,5a21b172-5abb-11e8-911c-28924ad12c5c,-12.112,-41.691,2017-01-03 16:32:00,Brasil,BAHIA,SOUTO SOARES,Caatinga,2017,1,3
725,223870518,5a234818-5abb-11e8-911c-28924ad12c5c,-8.182,-37.642,2017-01-07 16:09:00,Brasil,PERNAMBUCO,CUSTÓDIA,Caatinga,2017,1,7
728,223870521,5a23481b-5abb-11e8-911c-28924ad12c5c,-6.783,-37.388,2017-01-07 16:09:00,Brasil,PARAÍBA,SÃO JOSÉ DE ESPINHARAS,Caatinga,2017,1,7
729,223870495,5a234801-5abb-11e8-911c-28924ad12c5c,-18.412,-41.141,2017-01-07 16:06:00,Brasil,ESPÍRITO SANTO,ÁGUA DOCE DO NORTE,Mata Atlântica,2017,1,7
738,223471614,4e7e37ae-5abb-11e8-911c-28924ad12c5c,-14.243,-47.643,2017-01-03 16:32:00,Brasil,GOIÁS,ALTO PARAÍSO DE GOIÁS,Cerrado,2017,1,3
753,224757611,84d6746b-5aba-11e8-911c-28924ad12c5c,-16.136,-59.992,2017-01-19 18:10:00,Brasil,MATO GROSSO,VILA BELA DA SANTÍSSIMA TRINDADE,Amazônia,2017,1,19
754,224757583,4ea77221-5abb-11e8-911c-28924ad12c5c,-19.826,-57.563,2017-01-19 18:09:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal,2017,1,19
755,223687321,5a22c370-5abb-11e8-911c-28924ad12c5c,-22.913,-54.015,2017-01-05 17:56:00,Brasil,MATO GROSSO DO SUL,NAVIRAÍ,Mata Atlântica,2017,1,5
759,223684940,5a22c2e8-5abb-11e8-911c-28924ad12c5c,-22.676,-42.849,2017-01-05 16:17:00,Brasil,RIO DE JANEIRO,ITABORAÍ,Mata Atlântica,2017,1,5
760,223684941,5a22c2e9-5abb-11e8-911c-28924ad12c5c,-20.604,-43.515,2017-01-05 16:18:00,Brasil,MINAS GERAIS,OURO PRETO,Mata Atlântica,2017,1,5
763,223684945,5a22c2ed-5abb-11e8-911c-28924ad12c5c,-17.812,-39.695,2017-01-05 16:18:00,Brasil,BAHIA,NOVA VIÇOSA,Mata Atlântica,2017,1,5
784,224113976,5a245925-5abb-11e8-911c-28924ad12c5c,-18.862,-57.694,2017-01-10 18:15:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal,2017,1,10
810,223688225,86edaf16-5aba-11e8-911c-28924ad12c5c,-8.765,-63.268,2017-01-05 18:00:00,Brasil,RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,2017,1,5
821,223684996,84d5ea46-5aba-11e8-911c-28924ad12c5c,-9.216,-47.516,2017-01-05 16:21:00,Brasil,TOCANTINS,CENTENÁRIO,Cerrado,2017,1,5
830,223684985,4e854a9b-5abb-11e8-911c-28924ad12c5c,-7.592,-42.593,2017-01-05 16:21:00,Brasil,PIAUÍ,RIBEIRA DO PIAUÍ,Caatinga,2017,1,5
831,223684988,4e854a9e-5abb-11e8-911c-28924ad12c5c,-7.496,-39.579,2017-01-05 16:21:00,Brasil,PERNAMBUCO,EXU,Caatinga,2017,1,5
832,224106253,5a2458d6-5abb-11e8-911c-28924ad12c5c,-19.99,-43.282,2017-01-10 16:36:00,Brasil,MINAS GERAIS,SANTA BÁRBARA,Mata Atlântica,2017,1,10
844,224189618,5a24d96f-5abb-11e8-911c-28924ad12c5c,-22.426,-54.908,2017-01-11 17:19:00,Brasil,MATO GROSSO DO SUL,CAARAPÓ,Mata Atlântica,2017,1,11
868,223684967,4e854a8d-5abb-11e8-911c-28924ad12c5c,-10.828,-37.597,2017-01-05 16:20:00,Brasil,SERGIPE,LAGARTO,Caatinga,2017,1,5
872,223684976,4e854a93-5abb-11e8-911c-28924ad12c5c,-9.821,-35.958,2017-01-05 16:20:00,Brasil,ALAGOAS,BARRA DE SÃO MIGUEL,Mata Atlântica,2017,1,5
876,223684984,4e854a9a-5abb-11e8-911c-28924ad12c5c,-7.671,-35.809,2017-01-05 16:21:00,Brasil,PARAÍBA,UMBUZEIRO,Caatinga,2017,1,5
889,223685008,4e854ab0-5abb-11e8-911c-28924ad12c5c,-6.275,-35.088,2017-01-05 16:21:00,Brasil,RIO GRANDE DO NORTE,VILA FLOR,Mata Atlântica,2017,1,5
891,224106292,84d5eb09-5aba-11e8-911c-28924ad12c5c,-10.421,-50.569,2017-01-10 16:39:00,Brasil,MATO GROSSO,SANTA TEREZINHA,Cerrado,2017,1,10
901,223685057,4e854ad6-5abb-11e8-911c-28924ad12c5c,-5.893,-38.386,2017-01-05 16:22:00,Brasil,CEARÁ,IRACEMA,Caatinga,2017,1,5
903,224549711,4e9efded-5abb-11e8-911c-28924ad12c5c,-4.445,-43.264,2017-01-16 16:04:00,Brasil,MARANHÃO,ALDEIAS ALTAS,Cerrado,2017,1,16
914,223874132,84d5ead3-5aba-11e8-911c-28924ad12c5c,-10.726,-65.163,2017-01-07 17:47:00,Brasil,RONDÔNIA,GUAJARÁ-MIRIM,Amazônia,2017,1,7
