,id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma,ano,mes,dia
146602,1413122701,83c0e539-c530-3d13-9649-9d0619e6be7e,-17.901,-39.382,2020-01-16 16:05:00,Brasil,BAHIA,NOVA VIÇOSA,Mata Atlântica,2020,1,16
146603,1413122700,523655d8-bb9a-3a05-9ffa-425495dc5118,-17.314,-43.731,2020-01-16 16:05:00,Brasil,MINAS GERAIS,OLHOS-D'ÁGUA,Cerrado,2020,1,16
146615,1413122682,64a2a7f4-5ac4-3181-9c0c-94a3b8f44c1c,-10.706,-37.167,2020-01-16 16:05:00,Brasil,SERGIPE,DIVINA PASTORA,Mata Atlântica,2020,1,16
146636,1413383370,907b2652-9a78-3ccf-905d-4029da46bbd1,-18.262,-52.495,2020-01-20 17:20:00,Brasil,GOIÁS,SERRANÓPOLIS,Cerrado,2020,1,20
146641,1412970729,d01dd4de-20e6-32ce-bbfc-06ddec729592,2.097,-60.934,2020-01-14 18:00:00,Brasil,RORAIMA,CANTÁ,Amazônia,2020,1,14
146650,1413049427,ffde6c4d-3e27-335c-8e38-37b96cc3714d,-13.082,-56.124,2020-01-15 17:00:00,Brasil,MATO GROSSO,LUCAS DO RIO VERDE,Cerrado,2020,1,15
146669,1413049388,ebdcadf5-e9d4-3e25-8190-090862651d9c,-20.432,-47.726,2020-01-15 17:00:00,Brasil,SÃO PAULO,ITUVERAVA,Cerrado,2020,1,15
146672,1412968479,5ea1e29e-4418-39c9-a61b-0867cb9f33a0,-30.142,-57.21,2020-01-14 17:50:00,Brasil,RIO GRANDE DO SUL,BARRA DO QUARAÍ,Pampa,2020,1,14
146686,1413048589,fb6fc814-b6ae-3a6e-ac83-dd8d3f162d29,-6.527,-35.335,2020-01-15 15:25:00,Brasil,RIO GRANDE DO NORTE,MONTANHAS,Caatinga,2020,1,15
146688,1412970546,56eba2ff-7f80-35b8-8996-d186eee5ab3e,-7.659,-61.208,2020-01-14 18:00:00,Brasil,AMAZONAS,NOVO ARIPUANÃ,Amazônia,2020,1,14
