,id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma,ano,mes,dia
80,161347208,483e318d-5abb-11e8-911c-28924ad12c5c,-19.765,-54.32,2015-03-02 17:27:00,Brasil,MATO GROSSO DO SUL,BANDEIRANTES,Cerrado,2015,3,2
82,161347214,483e31ae-5abb-11e8-911c-28924ad12c5c,-15.927,-54.743,2015-03-02 17:28:00,Brasil,MATO GROSSO,SÃO PEDRO DA CIPA,Cerrado,2015,3,2
84,161347218,483e31b0-5abb-11e8-911c-28924ad12c5c,-13.269,-61.098,2015-03-02 17:29:00,Brasil,RONDÔNIA,CEREJEIRAS,Amazônia,2015,3,2
86,161347119,57de332f-5abb-11e8-911c-28924ad12c5c,-28.847,-51.891,2015-03-02 17:24:00,Brasil,RIO GRANDE DO SUL,GUAPORÉ,Mata Atlântica,2015,3,2
87,161004710,86c296ed-5aba-11e8-911c-28924ad12c5c,-12.455,-58.052,2015-02-25 17:11:00,Brasil,MATO GROSSO,BRASNORTE,Cerrado,2015,2,25
98,161412634,483eaf5d-5abb-11e8-911c-28924ad12c5c,-8.937,-48.076,2015-03-03 16:34:00,Brasil,TOCANTINS,BOM JESUS DO TOCANTINS,Cerrado,2015,3,3
101,161415137,86ed13b9-5aba-11e8-911c-28924ad12c5c,-14.387,-56.776,2015-03-03 18:11:00,Brasil,MATO GROSSO,NORTELÂNDIA,Amazônia,2015,3,3
102,161412617,102ec7b4-5abb-11e8-911c-28924ad12c5c,-22.229,-41.626,2015-03-03 16:31:00,Brasil,RIO DE JANEIRO,CARAPEBUS,Mata Atlântica,2015,3,3
103,161686076,48460ced-5abb-11e8-911c-28924ad12c5c,-11.271,-37.838,2015-03-07 16:09:00,Brasil,SERGIPE,ITABAIANINHA,Caatinga,2015,3,7
105,161686078,48460cef-5abb-11e8-911c-28924ad12c5c,-9.263,-36.077,2015-03-07 16:10:00,Brasil,ALAGOAS,CAPELA,Mata Atlântica,2015,3,7
106,161686079,48460cf0-5abb-11e8-911c-28924ad12c5c,-7.759,-36.875,2015-03-07 16:10:00,Brasil,PARAÍBA,SUMÉ,Caatinga,2015,3,7
109,161686082,48460cf3-5abb-11e8-911c-28924ad12c5c,-8.394,-39.801,2015-03-07 16:10:00,Brasil,PERNAMBUCO,SANTA MARIA DA BOA VISTA,Caatinga,2015,3,7
110,161686083,48460cf4-5abb-11e8-911c-28924ad12c5c,-4.752,-43.14,2015-03-07 16:11:00,Brasil,MARANHÃO,CAXIAS,Cerrado,2015,3,7
111,161689172,48460cfb-5abb-11e8-911c-28924ad12c5c,-31.759,-52.941,2015-03-07 17:42:00,Brasil,RIO GRANDE DO SUL,PIRATINI,Pampa,2015,3,7
113,161689199,48460d12-5abb-11e8-911c-28924ad12c5c,-20.27,-51.368,2015-03-07 17:45:00,Brasil,MATO GROSSO DO SUL,APARECIDA DO TABOADO,Mata Atlântica,2015,3,7
116,161689234,86c29722-5aba-11e8-911c-28924ad12c5c,-13.959,-58.142,2015-03-07 17:47:00,Brasil,MATO GROSSO,CAMPO NOVO DO PARECIS,Cerrado,2015,3,7
118,161553608,48429380-5abb-11e8-911c-28924ad12c5c,-13.164,-39.77,2015-03-05 16:21:00,Brasil,BAHIA,BREJÕES,Mata Atlântica,2015,3,5
121,161553443,57dec7ec-5abb-11e8-911c-28924ad12c5c,-22.77,-42.076,2015-03-05 16:18:00,Brasil,RIO DE JANEIRO,SÃO PEDRO DA ALDEIA,Mata Atlântica,2015,3,5
123,161756431,86c29736-5aba-11e8-911c-28924ad12c5c,-2.649,-56.754,2015-03-08 16:55:00,Brasil,AMAZONAS,PARINTINS,Amazônia,2015,3,8
125,161756447,86c29738-5aba-11e8-911c-28924ad12c5c,1.709,-60.316,2015-03-08 16:56:00,Brasil,RORAIMA,CARACARAÍ,Amazônia,2015,3,8
129,161756226,48472806-5abb-11e8-911c-28924ad12c5c,-15.888,-51.813,2015-03-08 16:51:00,Brasil,GOIÁS,MONTES CLAROS DE GOIÁS,Cerrado,2015,3,8
131,158134885,84425659-5aba-11e8-911c-28924ad12c5c,-14.886,-57.02,2015-01-15 17:16:00,Brasil,MATO GROSSO,DENISE,Amazônia,2015,1,15
132,161846033,5b00a324-5abb-11e8-911c-28924ad12c5c,-14.785,-40.347,2015-03-09 15:56:00,Brasil,BAHIA,PLANALTO,Mata Atlântica,2015,3,9
133,161846034,5b00a325-5abb-11e8-911c-28924ad12c5c,-10.996,-38.032,2015-03-09 15:57:00,Brasil,SERGIPE,TOBIAS BARRETO,Caatinga,2015,3,9
137,161846038,5b00a329-5abb-11e8-911c-28924ad12c5c,-6.371,-39.312,2015-03-09 15:58:00,Brasil,CEARÁ,IGUATU,Caatinga,2015,3,9
138,161847787,5b00a32b-5abb-11e8-911c-28924ad12c5c,-31.897,-53.923,2015-03-09 17:30:00,Brasil,RIO GRANDE DO SUL,PEDRAS ALTAS,Pampa,2015,3,9
139,161848196,86c2974d-5aba-11e8-911c-28924ad12c5c,2.627,-61.684,2015-03-09 17:39:00,Brasil,RORAIMA,MUCAJAÍ,Amazônia,2015,3,9
146,161847963,4848e599-5abb-11e8-911c-28924ad12c5c,-21.5,-56.542,2015-03-09 17:33:00,Brasil,MATO GROSSO DO SUL,JARDIM,Cerrado,2015,3,9
147,161848062,4848e5bb-5abb-11e8-911c-28924ad12c5c,-12.591,-51.868,2015-03-09 17:35:00,Brasil,MATO GROSSO,RIBEIRÃO CASCALHEIRA,Amazônia,2015,3,9
153,161848123,8442df8a-5aba-11e8-911c-28924ad12c5c,-13.381,-61.073,2015-03-09 17:35:00,Brasil,RONDÔNIA,PIMENTEIRAS DO OESTE,Amazônia,2015,3,9
172,157929220,8441c601-5aba-11e8-911c-28924ad12c5c,-13.013,-56.163,2015-01-13 17:29:00,Brasil,MATO GROSSO,LUCAS DO RIO VERDE,Cerrado,2015,1,13
178,157834203,450a6d54-5abb-11e8-911c-28924ad12c5c,-15.105,-45.936,2015-01-12 16:45:00,Brasil,BAHIA,COCOS,Cerrado,2015,1,12
179,157834103,57d3139b-5abb-11e8-911c-28924ad12c5c,-25.281,-49.158,2015-01-12 16:42:00,Brasil,PARANÁ,COLOMBO,Mata Atlântica,2015,1,12
180,161485019,48419969-5abb-11e8-911c-28924ad12c5c,-10.79,-36.966,2015-03-04 15:38:00,Brasil,SERGIPE,SANTO AMARO DAS BROTAS,Mata Atlântica,2015,3,4
181,161486354,4841996a-5abb-11e8-911c-28924ad12c5c,-24.08,-52.114,2015-03-04 17:13:00,Brasil,PARANÁ,CORUMBATAÍ DO SUL,Mata Atlântica,2015,3,4
182,161486399,86ed13ba-5aba-11e8-911c-28924ad12c5c,-17.387,-53.252,2015-03-04 17:15:00,Brasil,MATO GROSSO,ALTO ARAGUAIA,Cerrado,2015,3,4
185,158864504,57d6401b-5abb-11e8-911c-28924ad12c5c,-24.878,-51.238,2015-01-24 17:07:00,Brasil,PARANÁ,PRUDENTÓPOLIS,Mata Atlântica,2015,1,24
186,158793232,47e35f93-5abb-11e8-911c-28924ad12c5c,-12.92,-45.426,2015-01-23 16:27:00,Brasil,BAHIA,SÃO DESIDÉRIO,Cerrado,2015,1,23
190,158796678,47e35fa3-5abb-11e8-911c-28924ad12c5c,-27.622,-51.18,2015-01-23 18:01:00,Brasil,SANTA CATARINA,ANITA GARIBALDI,Mata Atlântica,2015,1,23
191,158796714,47e35fc1-5abb-11e8-911c-28924ad12c5c,-18.775,-57.684,2015-01-23 18:04:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal,2015,1,23
192,158793214,5aff8bab-5abb-11e8-911c-28924ad12c5c,-21.85,-41.466,2015-01-23 16:25:00,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlântica,2015,1,23
193,158793217,5aff8bac-5abb-11e8-911c-28924ad12c5c,-19.645,-39.952,2015-01-23 16:25:00,Brasil,ESPÍRITO SANTO,LINHARES,Mata Atlântica,2015,1,23
195,158793220,5aff8bae-5abb-11e8-911c-28924ad12c5c,-15.963,-45.868,2015-01-23 16:26:00,Brasil,MINAS GERAIS,ARINOS,Cerrado,2015,1,23
201,158975572,4804c45f-5abb-11e8-911c-28924ad12c5c,-21.688,-55.041,2015-01-26 16:56:00,Brasil,MATO GROSSO DO SUL,MARACAJU,Cerrado,2015,1,26
202,158472032,473c4fa1-5abb-11e8-911c-28924ad12c5c,-17.496,-39.328,2015-01-19 16:50:00,Brasil,BAHIA,ALCOBAÇA,Mata Atlântica,2015,1,19
203,158472092,86c29579-5aba-11e8-911c-28924ad12c5c,-4.249,-48.412,2015-01-19 16:54:00,Brasil,PARÁ,RONDON DO PARÁ,Amazônia,2015,1,19
204,158471977,473c4f76-5abb-11e8-911c-28924ad12c5c,-22.796,-44.094,2015-01-19 16:49:00,Brasil,RIO DE JANEIRO,RIO CLARO,Mata Atlântica,2015,1,19
206,158546611,477a6287-5abb-11e8-911c-28924ad12c5c,-8.342,-36.959,2015-01-20 15:57:00,Brasil,PERNAMBUCO,ARCOVERDE,Caatinga,2015,1,20
207,158549238,844256ce-5aba-11e8-911c-28924ad12c5c,-12.776,-49.541,2015-01-20 17:35:00,Brasil,TOCANTINS,ARAGUAÇU,Cerrado,2015,1,20
208,158549239,844256cf-5aba-11e8-911c-28924ad12c5c,-13.405,-56.551,2015-01-20 17:35:00,Brasil,MATO GROSSO,NOVA MUTUM,Cerrado,2015,1,20
215,159411069,844258f6-5aba-11e8-911c-28924ad12c5c,-11.934,-54.389,2015-01-31 17:17:00,Brasil,MATO GROSSO,SANTA CARMEM,Amazônia,2015,1,31
218,159411072,844258f9-5aba-11e8-911c-28924ad12c5c,-12.71,-61.112,2015-01-31 17:17:00,Brasil,RONDÔNIA,CHUPINGUAIA,Amazônia,2015,1,31
225,159494924,84425915-5aba-11e8-911c-28924ad12c5c,-1.779,-46.309,2015-02-01 16:24:00,Brasil,MARANHÃO,BOA VISTA DO GURUPI,Amazônia,2015,2,1
227,159494926,84425917-5aba-11e8-911c-28924ad12c5c,-2.606,-47.328,2015-02-01 16:24:00,Brasil,PARÁ,NOVA ESPERANÇA DO PIRIÁ,Amazônia,2015,2,1
235,159246463,8442581d-5aba-11e8-911c-28924ad12c5c,-10.609,-49.521,2015-01-29 17:29:00,Brasil,TOCANTINS,CRISTALÂNDIA,Cerrado,2015,1,29
236,159246464,8442581e-5aba-11e8-911c-28924ad12c5c,-11.683,-55.777,2015-01-29 17:29:00,Brasil,MATO GROSSO,IPIRANGA DO NORTE,Amazônia,2015,1,29
240,159246531,84425822-5aba-11e8-911c-28924ad12c5c,-2.874,-48.74,2015-01-29 17:31:00,Brasil,PARÁ,TAILÂNDIA,Amazônia,2015,1,29
241,159143655,57d758d2-5abb-11e8-911c-28924ad12c5c,-21.844,-41.461,2015-01-28 16:43:00,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlântica,2015,1,28
242,159143656,57d758d3-5abb-11e8-911c-28924ad12c5c,-17.651,-39.431,2015-01-28 16:44:00,Brasil,BAHIA,ALCOBAÇA,Mata Atlântica,2015,1,28
243,159143679,57d758d4-5abb-11e8-911c-28924ad12c5c,-15.127,-50.535,2015-01-28 16:45:00,Brasil,GOIÁS,ARAGUAPAZ,Cerrado,2015,1,28
250,161935621,86ed13cb-5aba-11e8-911c-28924ad12c5c,-11.142,-51.855,2015-03-10 16:40:00,Brasil,MATO GROSSO,CANABRAVA DO NORTE,Amazônia,2015,3,10
251,161935631,4849e65c-5abb-11e8-911c-28924ad12c5c,-12.572,-44.496,2015-03-10 16:40:00,Brasil,BAHIA,BAIANÓPOLIS,Cerrado,2015,3,10
252,161935652,4849e65d-5abb-11e8-911c-28924ad12c5c,-6.17,-43.991,2015-03-10 16:41:00,Brasil,MARANHÃO,COLINAS,Cerrado,2015,3,10
254,161935660,4849e65f-5abb-11e8-911c-28924ad12c5c,-8.026,-44.361,2015-03-10 16:41:00,Brasil,PIAUÍ,URUÇUÍ,Cerrado,2015,3,10
257,161935594,86c29754-5aba-11e8-911c-28924ad12c5c,-10.026,-49.89,2015-03-10 16:40:00,Brasil,TOCANTINS,PIUM,Cerrado,2015,3,10
276,161935647,8442dfa2-5aba-11e8-911c-28924ad12c5c,-9.648,-50.546,2015-03-10 16:41:00,Brasil,PARÁ,SANTANA DO ARAGUAIA,Amazônia,2015,3,10
281,159580963,4813bca5-5abb-11e8-911c-28924ad12c5c,-19.6,-57.588,2015-02-02 17:03:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal,2015,2,2
282,159581004,4813bca9-5abb-11e8-911c-28924ad12c5c,-18.453,-52.85,2015-02-02 17:03:00,Brasil,GOIÁS,MINEIROS,Cerrado,2015,2,2
298,159657115,48143c73-5abb-11e8-911c-28924ad12c5c,-13.599,-39.111,2015-02-03 16:08:00,Brasil,BAHIA,NILO PEÇANHA,Mata Atlântica,2015,2,3
301,159657118,48143c76-5abb-11e8-911c-28924ad12c5c,-15.367,-41.601,2015-02-03 16:08:00,Brasil,MINAS GERAIS,NINHEIRA,Mata Atlântica,2015,2,3
305,168129330,84448cb8-5aba-11e8-911c-28924ad12c5c,-12.934,-52.488,2015-06-15 17:23:00,Brasil,MATO GROSSO,CANARANA,Amazônia,2015,6,15
314,168129326,84448cb4-5aba-11e8-911c-28924ad12c5c,-11.862,-61.295,2015-06-15 17:23:00,Brasil,RONDÔNIA,PRIMAVERA DE RONDÔNIA,Amazônia,2015,6,15
315,168129327,84448cb5-5aba-11e8-911c-28924ad12c5c,-11.021,-48.172,2015-06-15 17:23:00,Brasil,TOCANTINS,MONTE DO CARMO,Cerrado,2015,6,15
327,166718131,48bef049-5abb-11e8-911c-28924ad12c5c,-13.539,-49.97,2015-05-20 16:46:00,Brasil,GOIÁS,BONÓPOLIS,Cerrado,2015,5,20
328,166718133,48bef04a-5abb-11e8-911c-28924ad12c5c,-11.913,-44.876,2015-05-20 16:46:00,Brasil,BAHIA,RIACHÃO DAS NEVES,Cerrado,2015,5,20
331,166718121,48bef04d-5abb-11e8-911c-28924ad12c5c,-12.549,-49.234,2015-05-20 16:46:00,Brasil,TOCANTINS,ALVORADA,Cerrado,2015,5,20
332,166718150,48bef04e-5abb-11e8-911c-28924ad12c5c,-5.995,-42.608,2015-05-20 16:47:00,Brasil,PIAUÍ,SÃO GONÇALO DO PIAUÍ,Caatinga,2015,5,20
334,166718211,48bef050-5abb-11e8-911c-28924ad12c5c,-3.562,-43.45,2015-05-20 16:48:00,Brasil,MARANHÃO,CHAPADINHA,Cerrado,2015,5,20
335,166718033,57ef41bf-5abb-11e8-911c-28924ad12c5c,-29.912,-51.527,2015-05-20 16:41:00,Brasil,RIO GRANDE DO SUL,TRIUNFO,Pampa,2015,5,20
338,166718045,48bef03a-5abb-11e8-911c-28924ad12c5c,-22.841,-51.861,2015-05-20 16:43:00,Brasil,PARANÁ,COLORADO,Mata Atlântica,2015,5,20
340,166972986,48c5f899-5abb-11e8-911c-28924ad12c5c,-13.207,-45.243,2015-05-24 16:21:00,Brasil,BAHIA,CORRENTINA,Cerrado,2015,5,24
341,166921670,8443f75b-5aba-11e8-911c-28924ad12c5c,-10.073,-48.602,2015-05-23 17:17:00,Brasil,TOCANTINS,PORTO NACIONAL,Cerrado,2015,5,23
343,166921672,8443f75d-5aba-11e8-911c-28924ad12c5c,-11.325,-56.265,2015-05-23 17:17:00,Brasil,MATO GROSSO,TABAPORÃ,Amazônia,2015,5,23
351,168129284,5afcf1a7-5abb-11e8-911c-28924ad12c5c,-17.473,-47.187,2015-06-15 17:21:00,Brasil,MINAS GERAIS,PARACATU,Cerrado,2015,6,15
353,166921231,48c57a4e-5abb-11e8-911c-28924ad12c5c,-20.063,-57.833,2015-05-23 17:15:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal,2015,5,23
354,166921411,48c57a4f-5abb-11e8-911c-28924ad12c5c,-13.214,-45.246,2015-05-23 17:16:00,Brasil,BAHIA,CORRENTINA,Cerrado,2015,5,23
355,166921447,48c57a50-5abb-11e8-911c-28924ad12c5c,-13.262,-49.543,2015-05-23 17:16:00,Brasil,GOIÁS,NOVO PLANALTO,Cerrado,2015,5,23
361,168129351,48edcf91-5abb-11e8-911c-28924ad12c5c,-12.968,-49.128,2015-06-15 17:23:00,Brasil,GOIÁS,PORANGATU,Cerrado,2015,6,15
365,168129407,48edcfa8-5abb-11e8-911c-28924ad12c5c,-8.042,-46.252,2015-06-15 17:24:00,Brasil,MARANHÃO,BALSAS,Cerrado,2015,6,15
373,168129308,48edcf8e-5abb-11e8-911c-28924ad12c5c,-12.659,-44.839,2015-06-15 17:22:00,Brasil,BAHIA,SÃO DESIDÉRIO,Cerrado,2015,6,15
382,168129420,86c329e3-5aba-11e8-911c-28924ad12c5c,-3.838,-57.911,2015-06-15 17:25:00,Brasil,AMAZONAS,MAUÉS,Amazônia,2015,6,15
384,168129257,48edcf6e-5abb-11e8-911c-28924ad12c5c,-29.447,-56.346,2015-06-15 17:18:00,Brasil,RIO GRANDE DO SUL,ALEGRETE,Pampa,2015,6,15
389,166779227,48c16345-5abb-11e8-911c-28924ad12c5c,-9.744,-37.334,2015-05-21 15:51:00,Brasil,ALAGOAS,PÃO DE AÇÚCAR,Caatinga,2015,5,21
390,166779228,48c16346-5abb-11e8-911c-28924ad12c5c,-9.119,-40.198,2015-05-21 15:51:00,Brasil,BAHIA,JUAZEIRO,Caatinga,2015,5,21
392,166779230,48c16348-5abb-11e8-911c-28924ad12c5c,-5.162,-37.907,2015-05-21 15:52:00,Brasil,CEARÁ,QUIXERÉ,Caatinga,2015,5,21
394,166783109,48c1642d-5abb-11e8-911c-28924ad12c5c,-21.486,-47.143,2015-05-21 17:26:00,Brasil,SÃO PAULO,MOCOCA,Cerrado,2015,5,21
395,166783110,48c1642e-5abb-11e8-911c-28924ad12c5c,-24.094,-53.144,2015-05-21 17:26:00,Brasil,PARANÁ,MARILUZ,Mata Atlântica,2015,5,21
397,166783113,48c16431-5abb-11e8-911c-28924ad12c5c,-19.137,-57.393,2015-05-21 17:27:00,Brasil,MATO GROSSO DO SUL,CORUMBÁ,Pantanal,2015,5,21
398,166783026,48c163de-5abb-11e8-911c-28924ad12c5c,-27.139,-51.962,2015-05-21 17:25:00,Brasil,SANTA CATARINA,CONCÓRDIA,Mata Atlântica,2015,5,21
399,167194845,86c32966-5aba-11e8-911c-28924ad12c5c,-12.634,-55.043,2015-05-28 17:35:00,Brasil,MATO GROSSO,FELIZ NATAL,Amazônia,2015,5,28
403,167292719,8443f93f-5aba-11e8-911c-28924ad12c5c,-9.159,-56.879,2015-05-30 17:24:00,Brasil,PARÁ,JACAREACANGA,Amazônia,2015,5,30
410,167292620,86c3296c-5aba-11e8-911c-28924ad12c5c,-14.434,-58.688,2015-05-30 17:22:00,Brasil,MATO GROSSO,TANGARÁ DA SERRA,Cerrado,2015,5,30
411,167242031,48d2d28f-5abb-11e8-911c-28924ad12c5c,-6.518,-42.258,2015-05-29 16:41:00,Brasil,PIAUÍ,VÁRZEA GRANDE,Caatinga,2015,5,29
412,167242036,8443f8d6-5aba-11e8-911c-28924ad12c5c,-7.203,-47.048,2015-05-29 16:41:00,Brasil,MARANHÃO,CAROLINA,Cerrado,2015,5,29
413,167338253,48d566f1-5abb-11e8-911c-28924ad12c5c,-17.902,-40.072,2015-05-31 16:26:00,Brasil,BAHIA,MUCURI,Mata Atlântica,2015,5,31
416,168061289,48e930ef-5abb-11e8-911c-28924ad12c5c,-7.175,-41.775,2015-06-14 16:41:00,Brasil,PIAUÍ,SANTA CRUZ DO PIAUÍ,Caatinga,2015,6,14
424,168061315,48e930f7-5abb-11e8-911c-28924ad12c5c,-3.517,-43.157,2015-06-14 16:42:00,Brasil,MARANHÃO,ANAPURUS,Cerrado,2015,6,14
425,168061153,48e930c0-5abb-11e8-911c-28924ad12c5c,-17.754,-45.368,2015-06-14 16:38:00,Brasil,MINAS GERAIS,BURITIZEIRO,Cerrado,2015,6,14
426,168061154,48e930c1-5abb-11e8-911c-28924ad12c5c,-18.45,-53.267,2015-06-14 16:38:00,Brasil,MATO GROSSO DO SUL,COSTA RICA,Cerrado,2015,6,14
429,167338507,48d56708-5abb-11e8-911c-28924ad12c5c,-7.884,-44.471,2015-05-31 16:29:00,Brasil,PIAUÍ,URUÇUÍ,Cerrado,2015,5,31
431,168061145,48e930b7-5abb-11e8-911c-28924ad12c5c,-22.876,-43.594,2015-06-14 16:37:00,Brasil,RIO DE JANEIRO,RIO DE JANEIRO,Mata Atlântica,2015,6,14
433,168061147,48e930b9-5abb-11e8-911c-28924ad12c5c,-23.293,-52.458,2015-06-14 16:37:00,Brasil,PARANÁ,SÃO CARLOS DO IVAÍ,Mata Atlântica,2015,6,14
437,168061151,48e930be-5abb-11e8-911c-28924ad12c5c,-19.883,-50.615,2015-06-14 16:38:00,Brasil,SÃO PAULO,MESÓPOLIS,Mata Atlântica,2015,6,14
439,168064008,86c329db-5aba-11e8-911c-28924ad12c5c,-10.807,-68.916,2015-06-14 18:19:00,Brasil,ACRE,BRASILÉIA,Amazônia,2015,6,14
444,168061219,86ed12c2-5aba-11e8-911c-28924ad12c5c,-9.852,-47.39,2015-06-14 16:40:00,Brasil,TOCANTINS,RIO SONO,Cerrado,2015,6,14
449,168061162,48e930c8-5abb-11e8-911c-28924ad12c5c,-19.296,-39.989,2015-06-14 16:38:00,Brasil,ESPÍRITO SANTO,LINHARES,Mata Atlântica,2015,6,14
451,168063988,86c329d9-5aba-11e8-911c-28924ad12c5c,-14.251,-59.363,2015-06-14 18:18:00,Brasil,MATO GROSSO,CAMPOS DE JÚLIO,Cerrado,2015,6,14
454,167451502,8443fab1-5aba-11e8-911c-28924ad12c5c,-9.558,-50.336,2015-06-03 16:59:00,Brasil,PARÁ,SANTANA DO ARAGUAIA,Amazônia,2015,6,3
455,167451503,8443fab2-5aba-11e8-911c-28924ad12c5c,-7.187,-45.837,2015-06-03 16:59:00,Brasil,MARANHÃO,SÃO RAIMUNDO DAS MANGABEIRAS,Cerrado,2015,6,3
457,167451505,8443fab4-5aba-11e8-911c-28924ad12c5c,-10.534,-47.172,2015-06-03 16:59:00,Brasil,TOCANTINS,PONTE ALTA DO TOCANTINS,Cerrado,2015,6,3
